,user_id,ts,ab,landing_page,converted
607,631856490,1356998678.0,control,old_page,1
608,23923968,1356998680.0,treatment,new_page,0
609,3308914462,1356998680.0,treatment,new_page,0
610,776021306,1356998680.0,treatment,new_page,0
611,3834577731,1356998680.0,treatment,new_page,1
612,1952672820,1356998680.0,control,old_page,0
613,3929570629,1356998680.0,control,old_page,0
616,5443919157,1356998681.0,control,old_page,0
615,3613784553,1356998681.0,treatment,new_page,0
614,90801963,1356998681.0,treatment,new_page,0
617,6436890680,1356998682.0,treatment,new_page,0
618,9521712123,1356998683.0,treatment,new_page,0
619,4618969436,1356998683.0,treatment,new_page,0
620,5185670818,1356998683.0,control,old_page,0
621,8847505359,1356998683.0,treatment,new_page,0
622,7398729641,1356998684.0,treatment,new_page,0
623,5515144817,1356998684.0,control,old_page,0
624,8592265639,1356998684.0,control,old_page,0
625,8847505359,1356998684.0,treatment,old_page,0
627,4911708413,1356998685.0,control,old_page,1
626,3168326311,1356998685.0,treatment,new_page,0
628,7871390395,1356998686.0,control,old_page,0
629,9119408759,1356998687.0,treatment,new_page,0
630,1459648148,1356998687.0,control,old_page,0
631,7546273067,1356998688.0,treatment,new_page,0
632,5455012931,1356998691.0,control,old_page,0
633,9163496401,1356998691.0,control,old_page,0
634,9037226946,1356998691.0,treatment,new_page,0
635,9037226946,1356998692.0,treatment,old_page,0
637,9943402610,1356998693.0,control,old_page,0
636,9249419293,1356998693.0,treatment,new_page,0
638,1760548467,1356998694.0,treatment,new_page,0
639,8628724122,1356998694.0,control,old_page,0
640,8349337622,1356998695.0,treatment,new_page,0
641,1908643157,1356998695.0,control,old_page,0
642,4233772310,1356998695.0,control,old_page,0
643,6313643618,1356998696.0,treatment,new_page,0
644,8968111698,1356998696.0,control,old_page,1
646,6996687758,1356998697.0,control,old_page,0
645,5264637955,1356998697.0,control,old_page,0
647,6817719080,1356998698.0,control,old_page,0
648,5001220510,1356998699.0,control,old_page,0
651,5255504523,1356998700.0,treatment,new_page,0
652,95525931,1356998700.0,treatment,new_page,0
649,1856852949,1356998700.0,treatment,new_page,0
650,870812982,1356998700.0,treatment,new_page,0
653,6209537452,1356998701.0,treatment,new_page,0
654,7784501791,1356998702.0,control,old_page,0
655,4593538300,1356998702.0,control,old_page,0
656,3243982289,1356998703.0,treatment,new_page,0
657,1721534531,1356998703.0,treatment,new_page,0
658,1804976759,1356998703.0,control,old_page,1
659,2107225533,1356998703.0,control,old_page,0
660,7947852476,1356998704.0,treatment,new_page,1
661,8562447871,1356998704.0,control,old_page,0
663,9186452599,1356998705.0,treatment,new_page,0
662,5639802257,1356998705.0,treatment,new_page,0
664,853580814,1356998706.0,treatment,new_page,0
665,5025341867,1356998707.0,treatment,new_page,0
666,7068682192,1356998707.0,treatment,new_page,0
667,227401119,1356998707.0,control,old_page,0
668,3710450830,1356998708.0,control,old_page,0
669,4337992689,1356998708.0,treatment,new_page,0
670,4489110948,1356998709.0,treatment,new_page,0
671,475406076,1356998709.0,control,old_page,0
672,4337992689,1356998709.0,treatment,old_page,0
674,8831871627,1356998710.0,treatment,new_page,0
675,1249744126,1356998710.0,control,old_page,0
673,2208078338,1356998710.0,treatment,new_page,0
676,2706371124,1356998711.0,control,old_page,0
677,8639489415,1356998711.0,treatment,new_page,0
678,9907618712,1356998712.0,treatment,new_page,0
679,8639489415,1356998712.0,treatment,old_page,1
680,8698092911,1356998713.0,control,old_page,0
681,4913282932,1356998714.0,treatment,new_page,0
682,9419633856,1356998715.0,treatment,new_page,0
683,154908702,1356998715.0,control,old_page,0
687,5695690957,1356998716.0,treatment,new_page,0
686,6405380745,1356998716.0,treatment,new_page,0
684,1064441553,1356998716.0,treatment,new_page,0
685,7758712787,1356998716.0,treatment,new_page,0
688,2260401831,1356998717.0,treatment,new_page,0
689,989448233,1356998717.0,treatment,new_page,0
690,2727328779,1356998718.0,treatment,new_page,1
691,9506543446,1356998718.0,treatment,new_page,0
692,1512695723,1356998718.0,control,old_page,0
693,6805621074,1356998718.0,control,old_page,1
694,4224520540,1356998719.0,treatment,new_page,1
695,4157958541,1356998719.0,treatment,new_page,0
696,5200745778,1356998720.0,control,old_page,0
697,5791061234,1356998721.0,treatment,new_page,0
701,2406064684,1356998722.0,control,old_page,1
700,5482280345,1356998722.0,treatment,new_page,0
698,5312464260,1356998722.0,treatment,new_page,0
699,4405663593,1356998722.0,treatment,new_page,0
702,4147570820,1356998723.0,treatment,new_page,0
703,9735245609,1356998723.0,treatment,new_page,0
704,7632340656,1356998724.0,treatment,new_page,0
705,5527183581,1356998724.0,treatment,new_page,0
706,9352853375,1356998724.0,control,old_page,1
707,9735245609,1356998724.0,treatment,old_page,0
708,7725744599,1356998726.0,control,old_page,0
712,2690595882,1356998727.0,control,old_page,0
711,2711923788,1356998727.0,control,old_page,0
709,6585138699,1356998727.0,treatment,new_page,0
710,8758354785,1356998727.0,treatment,new_page,0
713,1171009263,1356998728.0,treatment,new_page,0
714,2276685785,1356998728.0,treatment,new_page,0
715,803791480,1356998728.0,control,old_page,0
716,2559390778,1356998728.0,control,old_page,0
717,3478233297,1356998729.0,control,old_page,0
718,6674913028,1356998731.0,treatment,new_page,0
719,9068130220,1356998731.0,control,old_page,0
720,7249751757,1356998732.0,treatment,new_page,0
721,5074788169,1356998732.0,treatment,new_page,0
723,8547420898,1356998733.0,control,old_page,0
722,934869049,1356998733.0,treatment,new_page,0
724,9358982705,1356998734.0,treatment,new_page,0
725,8398185945,1356998735.0,treatment,new_page,0
726,4074503982,1356998735.0,control,old_page,1
727,3869745745,1356998736.0,control,old_page,0
728,7460606734,1356998737.0,control,old_page,0
732,6604458,1356998738.0,control,old_page,0
731,7378086136,1356998738.0,control,old_page,0
729,3190976062,1356998738.0,treatment,new_page,0
730,9984336586,1356998738.0,treatment,new_page,0
733,6187533846,1356998739.0,control,old_page,0
734,2583520596,1356998739.0,control,old_page,1
735,6522763297,1356998739.0,control,old_page,0
739,5976582246,1356998740.0,control,old_page,0
736,6847005337,1356998740.0,treatment,new_page,1
737,4392630828,1356998740.0,treatment,new_page,0
738,7749034944,1356998740.0,treatment,new_page,0
740,6738298701,1356998740.0,control,old_page,0
741,7611275148,1356998741.0,treatment,new_page,0
742,758445852,1356998741.0,treatment,new_page,0
744,3325306729,1356998742.0,treatment,new_page,0
743,4525012488,1356998742.0,treatment,new_page,0
745,2996888442,1356998742.0,control,old_page,0
746,3068247307,1356998743.0,treatment,new_page,0
747,1403232545,1356998744.0,treatment,new_page,0
748,254275491,1356998745.0,control,old_page,1
749,3557330074,1356998746.0,control,old_page,0
750,1329212729,1356998747.0,treatment,new_page,0
751,7781754097,1356998747.0,treatment,new_page,0
752,1326045669,1356998747.0,control,old_page,0
753,2661613256,1356998748.0,treatment,new_page,0
754,8035279019,1356998749.0,treatment,new_page,0
755,9706307161,1356998749.0,control,old_page,0
756,4054364311,1356998750.0,treatment,new_page,1
757,3121618526,1356998750.0,control,old_page,0
758,3558820649,1356998751.0,treatment,new_page,0
759,5727036241,1356998752.0,control,old_page,0
760,3975499729,1356998753.0,control,old_page,0
761,9241869021,1356998754.0,treatment,new_page,0
762,4185951280,1356998754.0,treatment,new_page,0
763,1618734391,1356998754.0,control,old_page,0
764,2722689176,1356998755.0,treatment,new_page,0
765,3099773817,1356998755.0,treatment,new_page,0
766,5501053024,1356998755.0,control,old_page,1
767,4659407057,1356998755.0,control,old_page,0
771,3158582256,1356998756.0,treatment,new_page,0
770,2651959530,1356998756.0,treatment,new_page,1
769,2247037631,1356998756.0,treatment,new_page,0
768,7591022523,1356998756.0,treatment,new_page,0
772,6050700576,1356998757.0,treatment,new_page,0
773,9186141246,1356998757.0,treatment,new_page,0
774,7627624653,1356998757.0,control,old_page,0
775,3158582256,1356998757.0,treatment,old_page,0
776,1390984391,1356998759.0,treatment,new_page,0
777,1296691189,1356998760.0,treatment,new_page,0
778,8440220582,1356998761.0,treatment,new_page,0
779,8022836458,1356998761.0,control,old_page,0
780,3059279418,1356998764.0,treatment,new_page,0
783,7855306144,1356998766.0,control,old_page,0
781,6841854975,1356998766.0,control,old_page,0
782,7981477785,1356998766.0,control,old_page,0
784,8902666778,1356998767.0,treatment,new_page,0
785,1531715291,1356998767.0,control,old_page,0
786,2023733086,1356998768.0,treatment,new_page,0
787,9116799848,1356998768.0,control,old_page,0
788,94329652,1356998768.0,control,old_page,0
789,2362215598,1356998769.0,control,old_page,0
791,4121554946,1356998770.0,treatment,new_page,0
790,101923747,1356998770.0,treatment,new_page,0
794,2318399504,1356998771.0,treatment,new_page,0
792,9686800980,1356998771.0,treatment,new_page,0
793,106327834,1356998771.0,treatment,new_page,0
795,5238596387,1356998772.0,treatment,new_page,0
796,6611340952,1356998772.0,treatment,new_page,0
797,8352250082,1356998772.0,control,old_page,0
798,2713587000,1356998773.0,treatment,new_page,0
799,7417678772,1356998773.0,control,old_page,0
800,86557830,1356998773.0,control,old_page,0
801,6251140498,1356998774.0,treatment,new_page,1
802,188396159,1356998774.0,control,old_page,0
803,5717867143,1356998778.0,treatment,new_page,1
805,2340684233,1356998779.0,control,old_page,0
804,272301186,1356998779.0,treatment,new_page,1
806,3453833186,1356998780.0,control,old_page,0
807,8718027093,1356998780.0,control,old_page,0
808,7551463561,1356998781.0,control,old_page,0
809,3358213992,1356998782.0,treatment,new_page,0
810,5774979678,1356998782.0,control,old_page,0
811,3767651781,1356998782.0,control,old_page,1
812,4148410570,1356998783.0,treatment,new_page,0
813,2405785471,1356998783.0,treatment,new_page,0
815,7061104600,1356998784.0,control,old_page,0
814,9315241021,1356998784.0,control,old_page,0
816,3540393340,1356998785.0,treatment,new_page,0
817,6934017022,1356998786.0,control,old_page,0
818,6915676119,1356998786.0,control,old_page,0
819,3762715869,1356998787.0,control,old_page,0
820,4459724810,1356998788.0,treatment,new_page,0
821,2315164425,1356998788.0,treatment,new_page,0
822,5882860366,1356998790.0,treatment,new_page,0
823,7389524968,1356998790.0,control,old_page,0
826,7624062186,1356998791.0,control,old_page,0
825,1579500881,1356998791.0,treatment,new_page,0
824,425162262,1356998791.0,treatment,new_page,0
827,4336195018,1356998792.0,treatment,new_page,0
828,186574678,1356998792.0,treatment,new_page,0
829,6371800620,1356998792.0,treatment,new_page,0
830,523360448,1356998792.0,treatment,new_page,0
831,2934293905,1356998793.0,treatment,new_page,0
832,7360560591,1356998793.0,control,old_page,0
833,523360448,1356998793.0,treatment,old_page,0
835,3430731643,1356998794.0,control,old_page,0
836,3258848633,1356998794.0,control,old_page,0
834,8926532741,1356998794.0,treatment,new_page,0
839,2780425781,1356998795.0,control,old_page,0
838,44005322,1356998795.0,treatment,new_page,1
837,7706989911,1356998795.0,treatment,new_page,0
840,7953824487,1356998797.0,treatment,new_page,0
841,7415629067,1356998797.0,control,old_page,0
842,1319252895,1356998799.0,control,old_page,0
843,5684565369,1356998799.0,treatment,new_page,0
844,5684565369,1356998800.0,treatment,old_page,0
845,19304289,1356998801.0,control,old_page,1
846,7698260343,1356998802.0,treatment,new_page,0
847,5656391408,1356998802.0,control,old_page,0
849,7571001549,1356998803.0,control,old_page,0
848,4929434308,1356998803.0,control,old_page,0
850,570467396,1356998804.0,treatment,new_page,0
851,4868797418,1356998804.0,control,old_page,0
852,3149709157,1356998804.0,control,old_page,0
853,3434103811,1356998804.0,control,old_page,0
854,922046569,1356998804.0,control,old_page,1
858,8205294607,1356998805.0,control,old_page,0
855,3507416544,1356998805.0,treatment,new_page,0
856,438668712,1356998805.0,control,old_page,0
857,9143236335,1356998805.0,control,old_page,0
859,9666292816,1356998807.0,treatment,new_page,0
861,3942035276,1356998809.0,control,old_page,0
860,67409216,1356998809.0,treatment,new_page,0
862,5184223962,1356998810.0,treatment,new_page,0
863,1634783749,1356998810.0,control,old_page,0
864,6804144057,1356998811.0,treatment,new_page,1
865,6636363033,1356998812.0,treatment,new_page,0
866,7593308599,1356998812.0,treatment,new_page,0
867,9754458482,1356998813.0,treatment,new_page,0
868,2050775948,1356998813.0,treatment,new_page,0
869,5174846416,1356998815.0,treatment,new_page,0
870,3088433463,1356998815.0,control,old_page,0
871,7820345848,1356998816.0,treatment,new_page,1
874,6368082985,1356998818.0,treatment,new_page,0
872,3025879227,1356998818.0,control,old_page,1
873,252847744,1356998818.0,control,old_page,0
875,1451985382,1356998819.0,control,old_page,0
876,4523178914,1356998819.0,control,old_page,0
877,6368082985,1356998819.0,treatment,old_page,0
880,6615932162,1356998820.0,control,old_page,0
878,3190169623,1356998820.0,treatment,new_page,0
879,5549977245,1356998820.0,treatment,new_page,0
881,8479978293,1356998820.0,treatment,new_page,0
882,9602438407,1356998821.0,control,old_page,0
883,8479978293,1356998821.0,treatment,old_page,0
884,8755465627,1356998822.0,treatment,new_page,0
885,4203828520,1356998823.0,control,old_page,0
886,1717633456,1356998824.0,treatment,new_page,0
887,2448705311,1356998825.0,treatment,new_page,1
888,899763242,1356998825.0,treatment,new_page,0
889,8057055955,1356998825.0,control,old_page,0
890,1717633456,1356998825.0,treatment,old_page,0
891,3748435231,1356998826.0,treatment,new_page,0
892,215605560,1356998826.0,treatment,new_page,0
893,5037339954,1356998827.0,treatment,new_page,0
894,7583475986,1356998828.0,control,old_page,0
895,9005456984,1356998828.0,control,old_page,0
898,7254620979,1356998829.0,treatment,new_page,0
896,350863768,1356998829.0,treatment,new_page,0
897,7750407248,1356998829.0,treatment,new_page,0
899,3415184473,1356998830.0,treatment,new_page,0
900,949291135,1356998830.0,treatment,new_page,0
901,9813751688,1356998830.0,treatment,new_page,0
902,3894895937,1356998830.0,treatment,new_page,0
903,4669206450,1356998830.0,control,old_page,0
904,3816403735,1356998831.0,control,old_page,1
906,6237871258,1356998832.0,control,old_page,0
905,9856585986,1356998832.0,control,old_page,0
909,8687434082,1356998833.0,treatment,new_page,1
907,817616137,1356998833.0,treatment,new_page,0
908,7337841559,1356998833.0,treatment,new_page,0
910,2782514733,1356998834.0,treatment,new_page,0
911,7455349981,1356998834.0,treatment,new_page,0
912,7279650737,1356998834.0,treatment,new_page,0
913,2299626393,1356998836.0,control,old_page,0
914,6782850444,1356998836.0,control,old_page,0
915,4769901161,1356998837.0,control,old_page,0
916,1289390249,1356998837.0,control,old_page,0
917,3900478031,1356998838.0,treatment,new_page,0
919,8586657473,1356998839.0,control,old_page,0
918,1307821635,1356998839.0,control,old_page,0
920,8123730270,1356998840.0,control,old_page,1
925,8377368969,1356998841.0,control,old_page,0
921,4166640993,1356998841.0,treatment,new_page,0
922,3504074092,1356998841.0,treatment,new_page,0
923,2876649257,1356998841.0,control,old_page,0
924,3868446485,1356998841.0,control,old_page,1
926,3194603662,1356998841.0,control,old_page,0
928,8365531345,1356998843.0,control,old_page,0
927,7789200642,1356998843.0,control,old_page,0
931,9244029196,1356998844.0,control,old_page,0
932,5223310518,1356998844.0,control,old_page,0
929,2662511538,1356998844.0,treatment,new_page,0
930,7477193365,1356998844.0,treatment,new_page,0
933,3580321120,1356998845.0,treatment,new_page,0
934,8360916609,1356998846.0,treatment,new_page,0
935,8407662599,1356998848.0,treatment,new_page,0
936,3773569739,1356998848.0,treatment,new_page,0
937,2191519442,1356998848.0,treatment,new_page,0
938,2687369199,1356998849.0,treatment,new_page,0
939,4336586662,1356998850.0,treatment,new_page,0
